,video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description,video_Address,publishedAt_specific_date
2100,dTqIXKLTx2g,"(ENG sub) BTS '다이너마이트' 커버해봤습니다 (비 with 셔누, KCM) ┃ 'Dynamite' (Rain w/ Shownu, KCM)",2020-10-08 11:00:09,UCZf4ZESHAIuRtZ-eoMSL97A,시즌비시즌 Season B Season,24,2020-10-13 00:00:00,BTS|방탄소년단|다이너마이트|Dynamite|다이너마이트 댄스 커버|dynamite dance cover|아이돌 댄스 커버|kpop dance cover|비 아이돌 댄스|비 댄스 레전드|방탄소년단 다이너마이트 안무|셔누|몬스타엑스|비 셔누|shownu|monsta X|KCM|비 KCM|비|가수비|정지훈|rain|rain oppa|jung ji hoon|비 유튜브|시즌비시즌|seasonbseason|커버 댄스|오마이걸|돌핀|dolphin|트와이스|걸그룹 댄스|k-pop|cover|Bangtan Boys|댄스영상|안무영상,2275475,95271,1982,10356,https://i.ytimg.com/vi/dTqIXKLTx2g/default.jpg,False,False,"#방탄소년단 #Dynamite #우리집방탄을 뒤이을 전현직 레전드 아이돌 유닛 K.B.S 탄생ㅋㅋㅋㅋ🎉꾸러기들 요청 폭주했던 아이돌 댄스 커버, 드디어 찍었습니다(K)cm, (B), (S)셔누의 레전드로 남을 'Dynamite' + 50만 공약 rain ver. '우리집' (오열)#시즌비시즌 #시즌 #다이너마이트_커버_댄스 #몬스타엑스 #MONSTA_X #우리집 #2pm우리집 #비우리집 #KBS",https://www.youtube.com/watch?v=dTqIXKLTx2g,2020-10-08
2101,dTqIXKLTx2g,"(EN/JP) BTS '다이너마이트' 커버해봤습니다 (비 with 셔누, KCM) ┃ 'Dynamite' (Rain w/ Shownu, KCM)",2020-10-08 11:00:09,UCZf4ZESHAIuRtZ-eoMSL97A,시즌비시즌 Season B Season,24,2020-10-14 00:00:00,BTS|방탄소년단|다이너마이트|Dynamite|다이너마이트 댄스 커버|dynamite dance cover|아이돌 댄스 커버|kpop dance cover|비 아이돌 댄스|비 댄스 레전드|방탄소년단 다이너마이트 안무|셔누|몬스타엑스|비 셔누|shownu|monsta X|KCM|비 KCM|비|가수비|정지훈|rain|rain oppa|jung ji hoon|비 유튜브|시즌비시즌|seasonbseason|커버 댄스|오마이걸|돌핀|dolphin|트와이스|걸그룹 댄스|k-pop|cover|Bangtan Boys|댄스영상|안무영상,2449194,101436,2057,10586,https://i.ytimg.com/vi/dTqIXKLTx2g/default.jpg,False,False,"#방탄소년단 #Dynamite #우리집방탄을 뒤이을 전현직 레전드 아이돌 유닛 K.B.S 탄생ㅋㅋㅋㅋ🎉꾸러기들 요청 폭주했던 아이돌 댄스 커버, 드디어 찍었습니다(K)cm, (B), (S)셔누의 레전드로 남을 'Dynamite' + 50만 공약 rain ver. '우리집' (오열)#시즌비시즌 #시즌 #다이너마이트_커버_댄스 #몬스타엑스 #MONSTA_X #우리집 #2pm우리집 #비우리집 #KBS",https://www.youtube.com/watch?v=dTqIXKLTx2g,2020-10-08
2102,CRGQxL6u1xE,"본격적인 선발과정 시작, 퇴교자 속출 l 가짜사나이2 Ep3",2020-10-08 11:09:06,UCdtRAcd3L_UpV4tMXCw63NQ,피지컬갤러리,17,2020-10-15 00:00:00,가짜사나이|가짜사나이2기|udt|특수부대|무사트|미션파서블|줄리엔강|김병지|MUSAT,10410499,146793,11499,124267,https://i.ytimg.com/vi/CRGQxL6u1xE/default.jpg,False,False,"#가짜사나이2 #무사트 #레이지소사이어티본 교육 프로그램 은 UDT교육이 아닌 MUSAT특별과정으로 군 특수전 교육을 모티브로 만들어졌습니다. MUSAT 특별 훈련 과정은 특정한 목적을 가진 특수부대 등에서만 시행되며 안전 감독관, 전문 의료진 및 UDT/SEAL 출신의 MUSAT 교관들의 안전 통제하에 진행되었으며 모든 훈련은 사유지에서 진행되었습니다 .참가자들의 고통스러워하는 장면을 부담스러워하실수 있는 분들의 시청에 특별한 주의를 부탁드리며 절대 따라 하지 마시길 바랍니다.Do Not Attempt to Duplicate.유료 광고테라/왓챠/파워에이드/케토톱/레이지소사이어티/언더아머/농심 제품 협찬 및 제작지원현대자동차/GoPRO/DUCATI/OXK/올라이드/액션기어/코오롱스포츠/100%/금호타이어/알에프텔레콤 /COBO/BALLER/MUSATGEAR/Garmin 촬영사진기사bhotographer_영상 구성에 있어 컷을 혼용한 장면이 있습니다. 이 점 시청에 유의하시길 바랍니다 :)",https://www.youtube.com/watch?v=CRGQxL6u1xE,2020-10-08
2103,BFO6xpTmKdQ,로건의그림ㅣ가짜사나이2 로건교관 ㅣ사부작사부작ㅣsketchㅣdrawing,2020-10-08 12:00:02,UCP-m9LlOGk9nVQRug61Exqw,로건씨유튜브,22,2020-10-16 00:00:00,가짜사나이|로건|로건교관|가짜사나이2|가짜사나이2기|택티컬|스케치|그림그리기|드로잉|팬스케치|마카|미대오빠|미대|유디티|udt|강철의로건|브리아나|로건씨,839871,25126,236,6631,https://i.ytimg.com/vi/BFO6xpTmKdQ/default.jpg,False,False,오늘은 그림을 그려보았다 ㅇㅅㅇ예쁘게봐줘#가짜사나이 #로건교관 #취미,https://www.youtube.com/watch?v=BFO6xpTmKdQ,2020-10-08
2104,ykSAsTku7GA,자동차관리법 위반으로 경찰서에 다녀왔습니다,2020-10-08 12:08:21,UCF2AFWB3tROplgmkt3nOXIw,훼사원,2,2020-10-14 00:00:00,훼사원|자동차관리법|시행규칙|전조등|hid|불법|튜닝|정비|불법 튜닝|자동차 관리법 위반|경찰서,442113,11599,169,3100,https://i.ytimg.com/vi/ykSAsTku7GA/default.jpg,False,False,"앞으로 깡통차 풀옵션 만들기 컨텐츠를 계속 진행 하기 전에꼭 짚고 넘어가야 될 부분이 있어서 영상을 만들게 되었습니다.자동차관리법 위반으로 경찰서에 다녀왔고,최종적으로 벌금형을 받게 되었습니다.제 차에 여러가지 옵션을 추가 하면서 했던 작업들 중에,HID 전조등 교체가 문제가 되었습니다.저는 부품 자체의 위법 여부만 확인해 보았는데,댓글로도 많이 문의주셨던 '구조변경' 이나 '오토레벨링'의 문제가 아니라,'전조등 교체' 행위 자체가 일반인이 해서는 안되는 작업 이었습니다.제 영상을 많은 분들이 보시는 만큼 관련 법규에 더 신경썼어야 하는데 제가 부주의 했습니다.잘못된 정보를 전달 드리게되어 죄송합니다앞으로는 더 꼼꼼히 확인해서 법규를 준수하여 컨텐츠 진행하겠습니다.아래는 자동차 관리법 시행규칙을 바로 확인 할 수 있는 링크입니다.아래 링크에서 제 62조 '자동차사용자의 정비작업의 범위' 의 '별표 9'번을클릭해보시면 개인이 할 수 있는 범위를 확인 하실 수 있습니다.http://www.law.go.kr/lsInfoP.do?lsiSeq=219859&efYd=20200927#0000",https://www.youtube.com/watch?v=ykSAsTku7GA,2020-10-08
2105,KuXJlEzm3r4,매운 크림짬뽕파스타 킬바사소세지 먹방 MUKBANG KOREAN,2020-10-08 12:30:30,UCWUwriihuQ_ybNrAOqbg3yg,[Dorothy]도로시,24,2020-10-15 00:00:00,먹방|MUKBANG|점심|아침|저녁|eating|show|korean|mukbang|광저우사는여자|리얼사운드|asmr|도로시먹방|도로시리얼사운드,463021,0,0,930,https://i.ytimg.com/vi/KuXJlEzm3r4/default.jpg,False,True,"instagram - mgain83(  https://www.instagram.com/mgain83/ )email - dorothycompany@naver.com각국어 번역 자막 제작 : (협찬X이렇게 작성해야 20%할인 받을 수 있음)컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너,CONTENTSFLY에서 제작되었습니다.https://www.contentsfly.com",https://www.youtube.com/watch?v=KuXJlEzm3r4,2020-10-08
2106,8dgCzsUbBWU,요요미 - 테스형 (나훈아) Cover by YOYOMI,2020-10-08 13:00:11,UC_UKEsQBkJ9ZOJkKpJs_54g,요요미 - YOYOMI,10,2020-10-17 00:00:00,요요미|커버송|나훈아|테스형,951201,16830,1269,1006,https://i.ytimg.com/vi/8dgCzsUbBWU/default.jpg,False,False,"요요미 - 테스형 (나훈아) Cover by YOYOMIhttp://www.youtube.com/timedtext_cs_panel?c=UC_UKEsQBkJ9ZOJkKpJs_54g&tab=2위 링크를 클릭하시면 요요미 컨테츠 번역에 참여 하실 수 있습니다.Melon Music: https://www.melon.com/artist/timeline.htm?artistId=2087365AppleMusic:https://music.apple.com/kr/artist/%EC%9A%94%EC%9A%94%EB%AF%B8/1457305792YOYOMI JAPAN YOUTUBE : https://www.youtube.com/channel/UCp_TGLU6PE3sU8Nlu0DHxaQYOYOMI POP YOUTUBE : https://www.youtube.com/channel/UCEUz8cZdM7UbfLNh9lF10JQYOYOMI instagram : https://www.instagram.com/official.yoyomiYOYOMI TikTok : https://www.tiktok.com/@yoyomi.korea                             : https://www.tiktok.com/@yoyomi.korea2NAVER Official Fan Cafe : https://cafe.naver.com/nandayomiYOYOMI Official Home Page : http://www.yoyomi.co.krYOYOMI Official Facebook: https://www.facebook.com/yoyomi.korea/YOYOMI Official Instagram: https://www.instagram.com/official.yoyomi/요요미 섭외^^ = 안정모 010-7164-2435, webmaster@schoolmusic.co.kr ------------------------------------------------------------------------------------------------요요미에게 팬레터 (fan letter) 보내실 곳(22315) 인천 중구 신포로27번길 16 프린스빌딩 6층스쿨뮤직 요요미 ⓒ 2018 SMET Entertainment. All Rights Reserved#요요미 #나훈아 #테스형",https://www.youtube.com/watch?v=8dgCzsUbBWU,2020-10-08
2107,5FXOWwnmY6g,눈물 범벅이 되어버린 한국 가는 날 그리고 놀라운 K-방역..!,2020-10-08 13:32:38,UC47HAkQ6oZ-Hf5SVBGdvP6g,국가비 GabieKook,22,2020-10-12 00:00:00,국가비|영국남자|조쉬|조가비|한국|한국으로|한국 비행|런던|런던에서|영국에서|런던에서 한국|영국에서 한국|공항|요즘|요즘 공항|히드로 공항|인천공항|요즘 인천공항|브이로그|보건소|자가격리|자자격리 브이로그|vlog|Koreanenglishman|Josh|Gabiekook|JoGabie|Brie|브리|한국 모범|방역|방역택시|해외입국|한국 방역|해외 입국|해외 입국 브이로그|한구인|한국 모범 사례|Korea|airport|Heathrow airport|England|London|London vlog|Korea vlog|K-방역|K방역,1488576,38398,12701,11949,https://i.ytimg.com/vi/5FXOWwnmY6g/default.jpg,False,False,가비와 조쉬는 한국을 가게 되는데…👩‍🍳Produced&edits: Gabiekook https://www.instagram.com/gabiekook/?…👩‍🎨Edits&Graphics: Bannie park: https://www.instagram.com/banniepark👩‍🏫Edits: Esther Kook: https://www.instagram.com/estherkook_,https://www.youtube.com/watch?v=5FXOWwnmY6g,2020-10-08
2108,eTra-prxI6Y,앰비규어스 범들이 조만간 잔뜩 내려올지도 머르겠다. 범내려온다~ 튜토리얼 이려나?,2020-10-08 13:40:37,UCm5ZRzEMYk2qZYI0uFwP_jQ,Ambiguous Dance Company,24,2020-10-17 00:00:00,[None],429105,2470,97,219,https://i.ytimg.com/vi/eTra-prxI6Y/default.jpg,False,False,#안무가 #살아있네 #가는거야 #범내려온다 #앰비규어스 #강릉 #코로나사라져 #현대무용 #댄스 #점점내려온다,https://www.youtube.com/watch?v=eTra-prxI6Y,2020-10-08
2109,gN5DH5uSu6U,가짜사나이2 ep.2 리뷰,2020-10-08 14:36:24,UCHf1Z_ccZmWP3jo7lO-Vd6g,X-Fit,24,2020-10-16 00:00:00,#가짜사나이2|#가짜사나이|#무사트|#왓챠|#피지컬갤러리|#UDT|#UDT요원|#UDT훈련|#무사트훈련|#영상리뷰|#지기tv|#떼아블리|#동기애|#전우|#전우애,295590,3736,186,664,https://i.ytimg.com/vi/gN5DH5uSu6U/default.jpg,False,False,안녕하세요 엑스핏 테니 입니다.3편을 더 기대하게 만드는 2편이었던거 같네요^^많은 관심 가져주셔서 감사합니다.에피소드3 리뷰로 다시 찾아 뵙겠습니다.#가짜사나이2 #가짜사나이 #무사트 #왓챠 #피지컬갤러리 #UDT #UDT요원 #UDT훈련 #무사트훈련 #영상리뷰 #지기tv #떼아블리 #동기애 #전우 #전우애,https://www.youtube.com/watch?v=gN5DH5uSu6U,2020-10-08
2110,kozqqqMdHus,[실시간 사건사고] 🚨울산 대형화재 발생 강풍에 33층 건물 화염 뒤덮혀,2020-10-08 15:14:25,UCMlbFuPcb-5s7_XWvtbRAiQ,울산MBC뉴스,25,2020-10-15 00:00:00,[None],217133,0,0,649,https://i.ytimg.com/vi/kozqqqMdHus/default.jpg,False,True,"■ 피난대피층인 28층에 23명, 옥상에 26명 대피 중  - 28층, 옥상 모두 구조대원이 안전하게 보호 중※ 현재 병원이송은 경상자 36명■ 인명구조 및 검색 주력 중추가 상황 들어오는대로 알려드리겠습니다#울산 #화재 #남구 #롯데마트 #불 #오피스텔 #아파트",https://www.youtube.com/watch?v=kozqqqMdHus,2020-10-08
2111,DD_Hvwagi0M,BTS (방탄소년단) Dynamite (Cover) by Rise Up Children’s Choir,2020-10-08 20:33:38,UCOa7boSHFG5dzpXhH27ikfQ,Rise Up Children's Choir,10,2020-10-14 00:00:00,BTS|bts|Dynamite|k-pop|K-Pop|RUCC|jungkook|jimin|army|jhope|kpop|suga|btsarmy|bangtan|bangtansonyeondan,257295,40645,494,0,https://i.ytimg.com/vi/DD_Hvwagi0M/default.jpg,True,False,"Rise Up Children’s Choir performs their original arrangement of “Dynamite” originally performed by the K-Pop sensation BTS. All performers in this video – singers, dancers, and gymnasts – are members of Rise Up Children’s Choir. MUSIC CREDITS“Dynamite” Words and Music by Jessica Agombar and David StewartOriginally performed by BTSArrangement, Production, and Musical Direction by Scott Shattuck https://www.youtube.com/channel/UCrzTuQ42jo47RtVvePPYXCgSoloists In Order of Appearance:Kameryn GroseAJ WankierJosie KillpackDrew AndersonWeston OliveiraIsabel RowleyMiles JeppsonMaile BarbosaAlex StringhamElla BrammerChristian RitchieLizzie FarnsworthVIDEO CREDITS:Produced by Amy Oakeson and Suzy OliveiraDirector: Amy OakesonCinematography and Editing: Josh Sales Films www.joshsalesfilms.comPrinciple Choreography: Jake and Alli FieldsAdditional Choral Choreography: Amy OakesonWardrobe Design: Elizabeth EvansHair and Makeup Design: Jenny ReynoldsProduction Assistants: Suzy Oliveira and Courtney Sales; Miche Barbosa, Stephanie Healey, Millie Killpack, Emily RobbinsWardrobe Assistants: Tifani Felman, Jamie GardinerHair and Makeup Assistants: Kate Bailey, Natalie Edwards, Camille Perkins Volunteer Coordinator: Saundra FarnsworthOnset Child Guardians: Melissa Jeppson, Jodi Johnson, April Kochenower, Tonya Kolste, Nicole Maughan, Additional Technical Support: Chris Wakeland & Sons; Gary Oakeson and Rory Sorenson; Scott Andersen, Natalie Carlile, Stephanie Healey, Janet Hiatt, Emily Parry, Annie Southwick, Tami ThompsonFilmed on location at the Outlets at Traverse Mountain. Special thanks to Teri Sunderland and Crystal Jones. https://www.outletsattraversemountain.com/CONNECT WITH RISE UP CHILDREN’S CHOIRYouTube: www.youtube.com/c/riseupchildrenschoirInstagram: https://www.instagram.com/riseupchildrenschoirFacebook: https://www.facebook.com/riseupchildrenschoirSpotify: https://open.spotify.com/artist/4ubm9Rvg1vip1AhBNvnEcyWebsite: www.riseupchildrenschoir.comRise Up Children’s Choir was founded in 2019 by Amy Oakeson and Suzy Oliveira, and is comprised of three ensembles – Junior Choir, Children’s Choir, and Amplify. The Choral Director for Rise Up Children’s Choir and Amplify is Scott Shattuck. The Choral Director for Junior Choir is Katie Houts. Ryceejo Shattuck serves as Assistant to the Choral Director and an accompanist for the Children’s Choir. Katie Houts also serves as an accompanist for the Children’s Choir.  #traversestyle #bts #dynamite",https://www.youtube.com/watch?v=DD_Hvwagi0M,2020-10-08
2112,bp3pkrImt74,젠가하는 천재견 뭉이! 강형욱의 입을 쩌억 벌어지게 만든 개견기 모음zip [개는 훌륭하다],2020-10-08 23:00:12,UCAhKKbDO9-ymWZ_7iAFLBQQ,KBS동물티비 : 애니멀포유 animal4u,22,2020-10-18 00:00:00,개는 훌륭하다|개훌륭|강형욱|담비|코비|보더콜리|강형욱 극대노|레몬 보더콜리|뭉땡뭉땡|뭉땡|천재견|똑똑한 강아지|똑똑한개|저먼 셰퍼드|도베르만 핀셔|골든 리트리버|스탠다드 푸들|푸들|뭉땡뭉땡 동물농장|뭉땡뭉땡 천재견|뭉땡뭉땡 말|뭉땡뭉땡 아빠|뭉땡뭉땡 아기|뭉땡뭉땡 젠가|뭉땡뭉땡 간식|뭉땡뭉땡 충성|뭉땡뭉땡 엄마|뭉땡뭉땡 동생|뭉땡뭉땡 땡이|뭉땡뭉땡 먹방|뭉땡뭉땡 침대|뭉땡 젠가|뭉땡 아기|뭉땡 말|뭉땡 뭉땡|뭉땡 간식|뭉땡 엄마|뭉땡 동물농장|뭉땡 동생|뭉땡 먹방|뭉땡 치약|뭉땡 고양이|뭉땡 아빠|뭉땡 불리불안|뭉땡 천재견|뭉이 땡이 어딨어요|강아지 버튼|말하는 강아지|말하는 개|보더콜리 강형욱|보더콜리 코비|개는훌륭하다 코비|개는훌륭하다 보더콜리|개는훌륭하다 담비|개훌륭 코비|개훌륭 보더콜리|개훌륭 담비|뭉땡이,1597435,28327,555,2602,https://i.ytimg.com/vi/bp3pkrImt74/default.jpg,False,False,젠가 도중 머리가 지끈거리는지 마구 긁어데는 사랑둥이 뭉이ㅠㅠ..♡#뭉땡뭉땡 #뭉아_네가_사람보다_낫다※ 회차 정보 : 개는 훌륭하다 48회(2020년 10월 5일 방영),https://www.youtube.com/watch?v=bp3pkrImt74,2020-10-08
2113,FS73_-xo-Qw,[선공개] 지연에게 아이유란? 8년 전 영상에 추억이 스물스물 #온앤오프 | On and Off EP.23,2020-10-09 01:24:42,UC78PMQprrZTbU0IlMDsYZPw,tvN,24,2020-10-12 00:00:00,tvN|사적다큐|온앤오프|김민아|조세호|성시경,711072,7908,74,452,https://i.ytimg.com/vi/FS73_-xo-Qw/default.jpg,False,False,#온앤오프매주 토 밤 10시 40분 tvN#지연 #아이유,https://www.youtube.com/watch?v=FS73_-xo-Qw,2020-10-09
2114,l3kxZMNNHp0,[몰카] 운전자끼리 싸움 붙었는데 말리는 친구쪽 창문 열기ㅋㅋ (여자편 2탄),2020-10-09 06:00:05,UCVsBCfvb1NPjuoIMRDtDjHg,폭소바겐[Foksowagen],23,2020-10-17 00:00:00,폭소바겐|랭구티비|한문철|몇대몇|김여사|블박레전드|낄낄상회|드립팩토리|가짜사나이|웃긴영상|prank|legend video,403942,5549,444,731,https://i.ytimg.com/vi/l3kxZMNNHp0/default.jpg,False,False,안녕하십니까 폭소바겐입니다~ 부릉부릉~~드디어 편집이 완료되어 여러분께 보여드리게 되었습니다 ㅎㅎ언제나 현기증 참아가며 기다려주셔서 감사합니다~~[폭소바겐 멤버 인스타]개그맨 박형민 인스타그램 https://www.instagram.com/zxcv3104/개그맨 정승우 인스타그램 https://www.instagram.com/gag_seung_woo/COPYRIGHT ⓒ 2018 Folkswagen ALL RIGHTS RESERVED.#폭소바겐 #블랙박스 #실험카메라,https://www.youtube.com/watch?v=l3kxZMNNHp0,2020-10-09
2115,pjl3kKOZ7jM,한글날 특집 : 외국인이 외국인에게 30분만에 한글 가르치기??,2020-10-09 06:40:22,UCY7grSEoAYdkcVpzc3-zUxw,하이채드 Hi Chad,24,2020-10-16 00:00:00,하이채드|해외반응|외국인 반응|남자|한글|한글날|한글날 특집|한글 해외반응|한글 외국인|외국인 한글 배우기|한글 반응|한글 외국인 반응|한글 배우기|한글 가르치기|한국어|한국말|외국인 한국말|외국인|영국|hangul|hangul lesson|hangul pronunciation|hangul alphabet,207025,13939,67,1032,https://i.ytimg.com/vi/pjl3kKOZ7jM/default.jpg,False,False,"한글날을 기념하여, 채드가 브랜든에게 한글을 어떻게 읽는지를 가르칩니다! 외국인 외국인에게 한글 가르치기 ! 한글이 외국인들이 배우기 어려운 언어일까요, 쉬운 언어일까요? 한글날을 기념해서 하는 일들이 있나요?채널 멤버십 가입: https://www.youtube.com/channel/UCY7grSEoAYdkcVpzc3-zUxw/join인스타그램 @chad_tanner",https://www.youtube.com/watch?v=pjl3kKOZ7jM,2020-10-09
2116,AK-fCJb9qY0,대형견을 대하는 진돗개의 사회성에 감탄하는 미국인들,2020-10-09 07:00:04,UCicKQUi8h4NI81wDmrDBD4A,올리버쌤,27,2020-10-17 00:00:00,[None],1082469,36423,468,4369,https://i.ytimg.com/vi/AK-fCJb9qY0/default.jpg,False,False,"최근 진돗개와 관련된 사건사고가 많은 것 같아요.한국 뉴스를 보다가 그런 사고에 대한 소식을 들으면 마음이 많이 아프더라고요.하지만 이런 사고가 진돗개 혐오로 번지지는 않았으면 좋겠어요.진돗개의 사회성이나 공격성에 대해 낮게 평가하는 사람들이 많은 것 같은데,사실 견종과 상관없이 좋은 환경과 교육이 있다면 달라질 수 있는 문제라고 생각해요.진돗개의 사회성과 관련된 이야기중에 특히 '다른 개'와의 사회성에 대한 이야기가 많아서, 오늘은 왕자의 사회성을 영상으로 담아봤어요.대형견과 있을 때 어떤 모습을 보이고 어떻게 행동하는지 재미있게 봐 주세요![올리버쌤의 실전 영어 꿀팁 100] 구매하기 예스24 https://bit.ly/31o54Dg교보문고 https://bit.ly/2R7WlQZ[올리버쌤의 영어 꿀팁] 책 구매하기예스24 http://bit.ly/2QigDck교보문고 http://bit.ly/2qWTNJc[올리버쌤 인스타그램] Instagram http://instagram.com/oliverkorea [아기 진돗개 3형제 입양신청]메일 2798catherine@gmail.com인스타 instagram.com/catherine2798*LA 이동봉사자를 미리 구해놨으니 꼭 연락주세요!",https://www.youtube.com/watch?v=AK-fCJb9qY0,2020-10-09
